id_annonce,site,prix,surface,prix_m2,type,description,description_detail,code_postal,ville,latitude,longitude,url,image,date_dernier_scan,statut,derniere_verification_http,sur_carte,source_localisation,precision_localisation,position_fiable,quartier,type_local,dist_vice_sex-shop,nb_vice_sex-shop_500m,dist_vice_bar,nb_vice_bar_500m,dist_vice_tabac,nb_vice_tabac_500m,dist_vice_cbd_shop,nb_vice_cbd_shop_500m,dist_gentrification_épicerie_fine,nb_gentrification_épicerie_fine_500m,dist_gentrification_atelier_vélo,nb_gentrification_atelier_vélo_500m,dist_nuisance_aire_de_jeux,nb_nuisance_aire_de_jeux_500m,dist_nuisance_discothèque,nb_nuisance_discothèque_500m,dist_superstition_pompes_funèbres,nb_superstition_pompes_funèbres_500m,dist_gentrification_salle_sport,nb_gentrification_salle_sport_500m,dist_vice_kebab,nb_vice_kebab_500m,dist_gentrification_crèche,nb_gentrification_crèche_500m,dist_nuisance_école,nb_nuisance_école_500m,dist_gentrification_fleuriste,nb_gentrification_fleuriste_500m,dist_nuisance_station_service,nb_nuisance_station_service_500m,dist_vice_casino,nb_vice_casino_500m,dist_gentrification_yoga,nb_gentrification_yoga_500m,dist_gentrification_torréfacteur,nb_gentrification_torréfacteur_500m,dist_nuisance_salle_de_concert,nb_nuisance_salle_de_concert_500m,dist_superstition_cimetière,nb_superstition_cimetière_500m
1038,Vizzit,915.0,70.0,13.07,Appartement,4 pièce - 1 chambre - 70 m² - s,,59000,Lille,50.620512814951404,3.0957964621937806,https://www.vizzit.fr/fr/property/appartement/lille/Aza90msb7alw5vnt,,2026-09-25,active,,False,jitter,,False,Lille / Non localisé,Grand (T4+),,0,660.0,0,1198.0,0,1267.0,0,2594.0,0,843.0,0,404.0,1,1289.0,0,1131.0,0,921.0,0,1098.0,0,1236.0,0,447.0,1,1234.0,0,1090.0,0,2180.0,0,2870.0,0,1383.0,0,2217.0,0,1782.0,0
1039,Vizzit,1084.0,52.0,20.85,Appartement,3 pièce - 1 chambre - 52 m² - s,,59000,Lille,50.611946347935046,3.029569935833815,https://www.vizzit.fr/fr/property/appartement/lille/Ac4bsvujewbvavkm,,2026-09-25,active,,False,jitter,,False,Lille / Non localisé,T3,,0,1207.0,0,1116.0,0,2678.0,0,2069.0,0,1052.0,0,411.0,1,2668.0,0,1080.0,0,1310.0,0,1302.0,0,1029.0,0,592.0,0,641.0,0,646.0,0,4343.0,0,2825.0,0,1266.0,0,2843.0,0,1493.0,0
1040,Vizzit,1075.0,43.0,25.0,Appartement,2 pièce - 1 chambre - 43 m² - s,,59000,Lille,50.6436513254452,3.0693291915158203,https://www.vizzit.fr/fr/property/appartement/lille/Ay1yd26g7oujhfjv,,2026-09-25,active,,False,jitter,,False,Lille / Non localisé,T2,,0,130.0,15,1295.0,0,1261.0,0,418.0,1,646.0,0,125.0,3,442.0,1,1279.0,0,706.0,0,332.0,3,1932.0,0,110.0,7,494.0,1,1269.0,0,999.0,0,706.0,0,635.0,0,823.0,0,740.0,0
1041,Vizzit,1225.0,74.0,16.55,Appartement,3 pièce - 2 chambre - 74 m² - s - s,,59000,Lille,50.61081286998231,3.073960385717234,https://www.vizzit.fr/fr/property/appartement/lille/Ab59g9j6p13thpi7,,2026-09-25,active,,False,jitter,,False,Lille / Non localisé,T3,,0,1173.0,0,1239.0,0,2398.0,0,2175.0,0,1099.0,0,407.0,2,1335.0,0,876.0,0,1015.0,0,848.0,0,753.0,0,123.0,7,1918.0,0,1824.0,0,2854.0,0,2476.0,0,1341.0,0,1622.0,0,1583.0,0
1042,Vizzit,1131.0,59.0,19.17,Appartement,2 pièce - 1 chambre - 59 m² - s,,59000,Lille,50.62866467084898,3.084192353382387,https://www.vizzit.fr/fr/property/appartement/lille/A7wo0j69zeenvxd1,,2026-09-25,active,,False,jitter,,False,Lille / Non localisé,T2,,0,460.0,1,844.0,0,1623.0,0,1602.0,0,933.0,0,197.0,4,814.0,0,928.0,0,677.0,0,655.0,0,1428.0,0,397.0,2,764.0,0,856.0,0,974.0,0,1824.0,0,1261.0,0,1164.0,0,1678.0,0
1043,Vizzit,943.0,215.0,4.39,Studio,215 m² - Studio,,59000,Lille,50.64363228106591,3.082587675961537,https://www.vizzit.fr/fr/property/immobilier/lille/Abosuxpu6e5zhnqh,,2026-09-25,active,,False,jitter,,False,Lille / Non localisé,Studio/T1,,0,319.0,1,1644.0,0,1840.0,0,1229.0,0,415.0,1,371.0,7,1285.0,0,466.0,1,993.0,0,346.0,1,2531.0,0,341.0,5,258.0,2,1531.0,0,880.0,0,1562.0,0,1157.0,0,972.0,0,196.0,1
1044,Vizzit,924.0,46.0,20.09,Appartement,1 pièce - 46 m²,,59000,Lille,50.63661600132949,3.066023683512724,https://www.vizzit.fr/fr/property/appartement/lille/A7gwcoh3vv06cb8c,,2026-09-25,active,,False,jitter,,False,Lille / Non localisé,Studio/T1,,0,139.0,48,490.0,1,460.0,1,256.0,9,171.0,2,373.0,2,154.0,1,930.0,0,235.0,6,171.0,9,1234.0,0,149.0,7,31.0,5,574.0,0,818.0,0,501.0,0,195.0,8,556.0,0,1238.0,0
1045,Century 21,1215.0,72.0,16.88,Local/Bureau,"2 pièce - Local 72 m2, s Ref : 134701","LYON 3 / PLACE GUICHARD LOCAL COMMERCIAL Votre agence Century 21 Part-Dieu vous propose à la location ce local commercial idéalement situé à proximité immédiate de la Place Guichard, au cœur d'un secteur dynamique et recherché du 3 arrondissement de Lyon. Bénéficiant d'un emplacement stratégique, à deux pas des commerces, transports en commun, bureaux et nombreuses commodités, ce local offre une excellente visibilité ainsi qu'un accès rapide au quartier d'affaires de la Part-Dieu. Le secteur est particulièrement apprécié pour son fort passage et son environnement professionnel et résidentiel, idéal pour le développement de votre activité commerciale, libérale ou tertiaire. Le bien se compose d'une grande entrée pouvant accueillir un espace d'accueil ou d'attente, d'une pièce indépendante faisant office de bureau ainsi que d'un W.C. séparé. À l'étage, vous profiterez d'une vaste pièce supplémentaire offrant de nombreuses possibilités d'aménagement selon vos besoins : espace de travail, salle de réunion, showroom, atelier ou espace de stockage. Grâce à sa configuration fonctionnelle et à sa situation géographique centrale, ce local conviendra parfaitement à de nombreuses activités professionnelles : professions libérales, cabinet de conseil, activité administrative, coworking, architecture, design, communication, activité de service, institut spécialisé ou encore bureaux pour une société souhaitant bénéficier d'une adresse attractive à Lyon 3. Ce bien représente une opportunité idéale pour développer votre activité dans un environnement vivant, facilement accessible et bénéficiant d'une forte attractivité commerciale et professionnelle. N'hésitez pas à nous contacter pour plus de renseignements ou pour organiser un rendez-vous de visite !",69003,Lyon,45.745078127625945,4.876451183452667,https://www.century21.fr/trouver_logement/detail/15520790871/,https://www.century21.fr/imagesBien/s3/202/3743/c21_202_3743_134701_8_C3A57178-8B12-49B0-AD52-E79C81EB90AC.jpg,2026-09-24,active,,True,cp,,False,Montchat,T2,2313.0,0,350.0,3,225.0,3,2519.0,0,433.0,1,884.0,0,380.0,5,2057.0,0,164.0,4,472.0,1,293.0,2,1161.0,0,129.0,7,271.0,1,772.0,0,4779.0,0,2385.0,0,521.0,0,4296.0,0,1697.0,0
1046,Century 21,2500.0,170.0,14.71,Appartement,"T3 - 170 m2, 4 pièces Ref : 907","T3 BIS - LYON 8 - MEUBLE À découvrir sans tarder, ce superbe et rare T3 bis de 170 m² situé dans le quartier prisé de la Route de Vienne. Ce bien bourgeois, traversant et lumineux, séduira par son cachet et son potentiel, idéal pour une résidence familiale. L'appartement se compose d'un spacieux séjour double de 50 m², d'une suite parentale avec salle de bains, d'un grand bureau, d'une chambre exceptionnelle de 32 m², d'une cuisine indépendante, d'une seconde salle d'eau avec WC, ainsi que de nombreux rangements auxquels s'ajoute un cellier. Situé dans un immeuble classé, ce bien historique offre un charme unique, et une terrasse privatise de 32m2 Les charges incluent l'eau froide et l'entretien des parties communes. Disponible de suite !",69007,Lyon,45.742356,4.850735,https://www.century21.fr/trouver_logement/detail/13910822966/,https://www.century21.fr/imagesBien/s3/202/3306/c21_202_3306_907_8_D94D9D33-18B4-4A76-8B15-4514A8AD786B.jpg,2026-09-24,active,,True,adresse,rue,False,Guillotière / Jean Macé,T3,1970.0,0,535.0,0,577.0,0,1326.0,0,820.0,0,484.0,1,322.0,4,226.0,1,39.0,8,446.0,2,41.0,2,558.0,0,58.0,3,322.0,1,1217.0,0,4717.0,0,495.0,1,1220.0,0,3419.0,0,325.0,2
1047,Century 21,912.0,41.91,21.76,Appartement,"1 pièce - F1 41,91 m2, Ref : 1218","T1 BIS - MEUBLE - LYON 7 Venez visiter ce grand T1 Bis meublé de 41,91 m² situé au 2 étage d'un immeuble sécurisé, au pied du tramway T2 arrêt ""Route de Vienne"", et à proximité immédiate des commerces (boulangerie, pharmacie, superette). L'appartement se compose d'une entrée avec un grand dressing, d'un vaste séjour lumineux ouvert sur une cuisine aménagée et entièrement équipée (lave-vaisselle, plaques de cuisson, hotte, four, micro-ondes). La salle d'eau est équipée d'une machine à laver et les WC sont séparés. Une chambre, séparé par une verrière, offre une vraie pièce supplémentaire (moins de 9 m²). Eau chaude et Electricité Individuel Disponible le 05/10/2026 !",69007,Lyon,45.73574667992436,4.822883322273338,https://www.century21.fr/trouver_logement/detail/16837375255/,https://www.century21.fr/imagesBien/s3/202/3306/c21_202_3306_1218_8_300CFBEE-F6D7-453A-9A39-44B59229C90F.jpg,2026-09-24,active,,True,cp,,False,Gerland,Studio/T1,3141.0,0,555.0,0,747.0,0,2000.0,0,532.0,0,595.0,0,153.0,5,496.0,1,1774.0,0,572.0,0,492.0,1,748.0,0,145.0,5,796.0,0,183.0,2,5922.0,0,1191.0,0,1986.0,0,3983.0,0,1685.0,0
1048,Century 21,862.0,45.0,19.16,Appartement,"2 pièce - F2 45 m2, s Ref : 4028","Situé derrière l'hôpital des Massues, au 80 rue Edmond Locard : Découvrez ce superbe 2-pièces en rez-de-jardin, un véritable havre de paix décoré avec un goût exquis. Dès l'entrée, vous serez séduit par ses espaces lumineux et parfaitement agencés. Le séjour s'ouvre sur une charmante terrasse avec vue dégagée sur un bel espace vert, idéal pour profiter du calme et de la nature. La chambre confortable et la cuisine élégante complètent ce bien d'exception. Un lieu rare, alliant sérénité et raffinement, à découvrir sans tarder.",69005,Lyon,45.7527735776065,4.79266837175688,https://www.century21.fr/trouver_logement/detail/15159448270/,https://www.century21.fr/imagesBien/s3/202/3404/c21_202_3404_4028_8_9BF5D034-B8B4-4D83-89AB-DDBBF7B8C915.jpg,2026-09-24,active,,True,cp,,False,Point du Jour / St Just,T2,3375.0,0,1194.0,0,1171.0,0,2648.0,0,2416.0,0,1445.0,0,312.0,3,2072.0,0,434.0,1,1298.0,0,1784.0,0,1849.0,0,140.0,7,541.0,0,973.0,0,5863.0,0,2521.0,0,2653.0,0,3724.0,0,1797.0,0
1049,Century 21,826.0,44.73,18.47,Appartement,"2 pièce - F2 44,73 m2, s Ref : 20597","A louer à Lyon 3ème, quartier Montchat : Rue Cyrano, (proche commerces, transports notamment Tramway T3 et du TB12) dans une impasse au calme, un appartement traversant est /ouest de 2 pièces meublé entièrement rénové il y a moins de 3 ans. Il se compose d'une belle pièce à vivre avec un espace salon et cuisine équipée très fonctionnelle, d'une chambre avec salle d'eau et d'un WC séparé. Atouts supplémentaires : ce bien dispose de nombreux rangements. Est inclus dans les charges l'entretien des parties communes. Disponible le 29 septembre.",69003,Lyon,45.753629,4.880212,https://www.century21.fr/trouver_logement/detail/16941557090/,https://www.century21.fr/imagesBien/s3/202/3571/c21_202_3571_20597_8_D31DF63E-AA4A-40E9-A379-5EAF577FAE53.jpg,2026-09-24,active,,True,adresse,rue,False,Montchat,T2,2046.0,0,405.0,3,363.0,1,2398.0,0,371.0,1,922.0,0,245.0,6,2133.0,0,1120.0,0,691.0,0,1035.0,0,2112.0,0,233.0,7,601.0,0,1247.0,0,4063.0,0,2379.0,0,1311.0,0,3968.0,0,2325.0,0
1050,Century 21,1288.0,98.93,13.02,Appartement,"T4 - 98,93 m2, 3 pièces Ref : 1219","T3 - NON MEUBLE - LYON 7 Century 21 le 7 de Cœur vous propose à la location un grand T3 de 98.93m², situé au 1er étage avec ascenseur. Emplacement idéal, à proximité des transports en commun : - Metro B arrêt ""Jean Macé"" à 6 minutes à pieds. - Tram T2 arrêt ""Garibaldi - Berthelot"" à 2 minutes à pieds. Le bien se compose d'une grande entrée, une cuisine aménagée séparée, un séjour double de 32m², 2 grandes chambres de 12m² et 15m², une salle de bains ainsi qu'un WC séparé. Charges : - Eau froide individuelle - Eau chaude individuelle Gaz - Chauffage individuel Gaz Disponible de suite !",69007,Lyon,45.73611127857378,4.8325768913410405,https://www.century21.fr/trouver_logement/detail/16837469534/,https://www.century21.fr/imagesBien/s3/202/3306/c21_202_3306_1219_8_FA80BF39-0FF4-4867-BCE2-04C6A4C31D17.jpg,2026-09-24,active,,True,cp,,False,Guillotière / Jean Macé,Grand (T4+),2986.0,0,502.0,0,269.0,1,1872.0,0,705.0,0,440.0,1,33.0,7,916.0,0,1472.0,0,281.0,2,424.0,1,658.0,0,155.0,7,273.0,1,540.0,0,5631.0,0,934.0,0,1864.0,0,3864.0,0,972.0,0
1051,Century 21,1500.0,56.89,26.37,Appartement,"3 pièce - F3 56,89 m2, s Ref : 1229","T3 - MEUBLE - LYON 7 Century 21 le 7 de Cœur vous propose ce T3 de 56m² situé dans une résidence sécurisée à proximité des commerces et des transports : - Métro B et D arrêt ""Saxe - Gambetta"" à 6 minutes à pieds. - Tram 1 arrêt ""Rue de l'Université"" à 6 minutes à pieds. Cet appartement est composé d'une entrée avec placards, un salon séjour avec une jolie cuisine américaine aménagée et équipée ouvrant sur un balcon sans vis-à-vis, 2 chambres dont une avec placard, une salle d'eau avec douche italienne, un couloir avec placards, ainsi qu'un WC séparé. En sus, un garage extérieur est disponible pour 120€/mois. Charges : - Eau froide collective - Eau chaude individuelle Gaz - Chauffage individuel Gaz Disponible le 1er novembre 2026 ! Complément de loyer de 485.18 euros justifié par le mobilier et la décoration non obligatoire, le lave vaisselle, une cave, un four + un micro-ondes, une cave à vin, lave linge.",69007,Lyon,45.74223792905796,4.854391903312119,https://www.century21.fr/trouver_logement/detail/16962107944/,https://www.century21.fr/imagesBien/s3/202/3306/c21_202_3306_1229_8_CA3F2BDF-E879-4C62-AED7-96759E3983DD.jpg,2026-09-24,active,,True,cp,,False,Guillotière / Jean Macé,T3,1951.0,0,689.0,0,561.0,0,1434.0,0,957.0,0,723.0,0,198.0,5,460.0,1,75.0,8,531.0,0,267.0,1,818.0,0,336.0,4,105.0,1,1102.0,0,4729.0,0,745.0,0,956.0,0,3537.0,0,46.0,3
1052,Century 21,1110.0,45.0,24.67,Appartement,"2 pièce - F2 45 m2, s Ref : 134827","LYON 3ème/Saxe-Gambetta Votre agence Century 21 Part-Dieu vous propose à Lyon 3, à proximité de la station de métro Saxe-Gambetta, au cœur d'une copropriété de standing avec jardins et terrain de tennis, un appartement de type 2 style maison de vacance en location meublée. Vous apprécierez le calme, le volume et l'agencement de ce bien offrant un séjour avec cuisine ouverte, la chambre en mezzanine fermée avec sa salle de bain et ses WC séparés. DPE EN COURS",69003,Lyon,45.752252800450265,4.869283959831505,https://www.century21.fr/trouver_logement/detail/16969179473/,https://www.century21.fr/imagesBien/s3/202/3743/c21_202_3743_134827_8_E00974B4-89A9-4B83-88D9-6E597800686B.jpg,2026-09-24,active,,True,cp,,False,Part-Dieu / Villette,T2,1366.0,0,107.0,3,616.0,0,1773.0,0,822.0,0,505.0,0,110.0,7,1742.0,0,1131.0,0,628.0,0,345.0,2,1470.0,0,115.0,9,318.0,1,584.0,0,3834.0,0,1739.0,0,808.0,0,3352.0,0,1561.0,0
1053,Century 21,1639.0,103.72,15.8,Appartement,"T4 - 103,72 m2, 4 pièces Ref : 810","Plateau Croix Rousse - Idéalement situé à 300 m du métro Hénon dans une résidence arborée, au calme et bien entretenue, venez découvrir cet appartement spacieux et bien distribué de 104m². Il se compose d'un séjour, d'une cuisine indépendante aménagée et équipée, de 3 chambres, d'une salle de bains, d'une salle d'eau et d'un WC. Cave et place de parking privative dans la résidence. Le quartier est très bien desservi: métro ligneC Hénon et plusieurs arrêts de bus (33, 2, 45, PL2). À quelques pas se trouvent des établissements scolaires ainsi que de nombreux commerces et une offre variée de restaurants et cafés. Les espaces verts et équipements sportifs (squares, boulodromes) sont également à proximité immédiate, offrant un cadre de vie pratique et agréable. Disponible au 01/09/2026",69004,Lyon,45.78290593994814,4.827722942619375,https://www.century21.fr/trouver_logement/detail/16715543571/,https://www.century21.fr/imagesBien/s3/202/3403/c21_202_3403_810_8_A281292D-A269-47A0-A82C-52292FDE5E98.jpg,2026-09-24,active,,True,cp,,False,Croix-Rousse Plateau,Grand (T4+),1519.0,0,654.0,0,540.0,0,713.0,0,892.0,0,384.0,1,90.0,5,1378.0,0,406.0,9,451.0,1,530.0,0,623.0,0,334.0,4,548.0,0,245.0,2,1953.0,0,451.0,1,783.0,0,1402.0,0,632.0,0
1054,Century 21,977.0,48.55,20.12,Appartement,"2 pièce - F1 48,55 m2, s Ref : 1217","T2 - MEUBLE - LYON 7 SECTEUR JEAN MACE : Venez visiter notre appartement T2 meublé au sein d'une résidence calme et sécurisé. Situé à proximité des transports, à 5min à pieds du Métro B et du Tram 2 arrêt ""Jean Macé"". Il se compose d'une entrée, un séjour ouvrant sur un grand balcon SANS VIS A VIS sur jardin. Une cuisine indépendante aménagée et équipée. une chambre avec 2 espaces de rangements, une salle de bain et WC séparés. Un box complète cette location en sous sol. Charges : - Eau froide collective - Eau chaude individuelle Gaz - Chauffage individuel Gaz Disponible de suite !",69007,Lyon,45.74362141398404,4.852571170038457,https://www.century21.fr/trouver_logement/detail/16836641499/,https://www.century21.fr/imagesBien/s3/202/3306/c21_202_3306_1217_8_9BA12C66-096F-4BAE-95C8-B06F8DDB7F3F.jpg,2026-09-24,active,,True,cp,,False,Guillotière / Jean Macé,T2,1809.0,0,557.0,0,549.0,0,1236.0,0,751.0,0,529.0,0,129.0,5,426.0,1,172.0,8,330.0,1,217.0,2,636.0,0,256.0,6,302.0,1,1190.0,0,4574.0,0,557.0,0,1049.0,0,3340.0,0,226.0,1
1055,Century 21,1500.0,70.69,21.22,Appartement,"T3 - 70,69 m2, 3 pièces Ref : 1220","T3 - NON MEUBLÉ - LYON 3 Century 21 Le 7 de Cœur vous propose à la location d'un T3 de 70 m², situé au 3 étage avec ascenseur d'une résidence sécurisée et parfaitement entretenue. Vous apprécierez son emplacement idéal, à proximité immédiate des transports en commun : - Métro D arrêt Garibaldi à 10 minutes à pieds, - Tram 4 arrêt Archives Départementales à 7 minutes à pieds. Bénéficiant d'une vue dégagée sur cour, cet appartement lumineux se compose d'une entrée, d'une spacieuse pièce de vie avec une cuisine ouverte Mobalpa, aménagée et entièrement équipée, ouvrant sur un agréable balcon. L'espace nuit offre deux chambres, dont une avec accès direct au balcon, une salle d'eau moderne avec douche à l'italienne, ainsi que des WC séparés. Un garage est disponible en supplément pour 130 € par mois charges comprises. Charges : - Eau froide individuelle - Eau chaude individuelle électrique - Chauffage individuel électrique Disponible à partir du 28 septembre 2026 ! Complément de loyer : 316,24 €, justifié par la présence d'une cuisine Mobalpa aménagée et équipée comprenant des plaques de cuisson, une hotte, un four, un lave-vaisselle et une machine à laver.",69003,Lyon,45.75255007913756,4.858215971726177,https://www.century21.fr/trouver_logement/detail/16862665411/,https://www.century21.fr/imagesBien/s3/202/3306/c21_202_3306_1220_8_1212D99B-11A9-4B88-8ED1-194B12BF9607.jpg,2026-09-24,active,,True,cp,,False,Part-Dieu / Villette,T3,833.0,0,267.0,5,536.0,0,917.0,0,231.0,4,370.0,3,78.0,11,1341.0,0,1012.0,0,258.0,3,344.0,2,707.0,0,129.0,7,420.0,2,469.0,1,3606.0,0,952.0,0,992.0,0,2715.0,0,1155.0,0
1056,Century 21,1208.0,50.0,24.16,Appartement,"2 pièce - F2 50 m2, s Ref : 134814","LYON 3ème/Gare Part-Dieu Votre agence Century 21 Part-Dieu vous propose à Lyon 3, idéalement situé à quelques minutes de la gare Part-Dieu, des tram, du Rhône Express et des commerces, un appartement de type 2 avec jardin. Vous serez séduit par le calme de ce bien totalement rénové s'ouvrant son jardin arboré sans vis-à-vis et ses volumes généreux. L'appartement se compose d'un séjour avec cuisine ouverte, d'une chambre spacieuse, d'une salle d'au avec douche italienne et de WC séparés.",69003,Lyon,45.762296403771565,4.8452102418207135,https://www.century21.fr/trouver_logement/detail/16482417571/,https://www.century21.fr/imagesBien/s3/202/3743/c21_202_3743_134814_8_32884FF6-49B0-48D9-BB50-4BE59C652378.jpg,2026-09-24,active,,True,cp,,False,Préfecture / Quais,T2,836.0,0,116.0,15,278.0,2,172.0,4,165.0,4,182.0,12,319.0,6,712.0,0,582.0,0,105.0,9,391.0,1,777.0,0,196.0,14,212.0,7,1053.0,0,2565.0,0,105.0,2,527.0,0,1239.0,0,2335.0,0
1057,Century 21,744.0,37.66,19.76,Appartement,"1 pièce - F1 37,66 m2, Ref : 2345","69008 LYON Rue Florent Grand studio avec garage en supplément LOCATION VIDE DISPONIBLE FIN SEPTEMBRE Pas de visite sans dossier de candidature complet, à transmettre via le site Century 21 ou par e-mail à : laetitia.cuomo@century21.fr Venez découvrir, au sein d'une résidence fermée et sécurisée avec ascenseur, ce bel appartement de type 1 situé au 3 étage avec ascenseur, bénéficiant également d'un garage fermé en sous-sol pour 55€ de plus / mois soit un loyer total de 799€ charges comprises Vous profiterez d'une proximité immédiate avec les commodités, les transports en commun et les commerces du quartier. D'une superficie de 38 m², ce grand studio lumineux se compose de : une belle pièce de vie lumineuse ; un coin cuisine équipé d'une plaque de cuisson, d'un évier, d'un réfrigérateur et de meubles de rangement ; une grande salle d'eau avec WC. A visiter sans plus attendre !",69008,Lyon,45.740643217812206,4.86360699251459,https://www.century21.fr/trouver_logement/detail/16936002273/,https://www.century21.fr/imagesBien/s3/202/3446/c21_202_3446_2345_8_10105581-E543-4E14-9526-D9BE603C9D27.jpg,2026-09-24,active,,True,cp,,False,Monplaisir / Bachut,Studio/T1,2222.0,0,343.0,1,553.0,0,1982.0,0,550.0,0,386.0,1,319.0,6,1108.0,0,605.0,0,74.0,1,21.0,2,462.0,1,126.0,7,274.0,1,388.0,1,4977.0,0,1474.0,0,556.0,0,4033.0,0,621.0,0
1058,Century 21,1200.0,54.18,22.15,Appartement,"3 pièce - F3 54,18 m2, s Ref : 134816","LYON 3EME / MONCHAT Century 21 vous présente ce 3 pièces en rez-de-jardin. Venez découvrir ce bien au calme absolu. L'appartement se compose d'une pièce de vie avec son espace cuisine entièrement équipée. Vous disposerez d'un accès a la terrasse de 22m² orientée Sud-Est. Coté nuit, 2 chambres dont une possédant son accès terrasse, ainsi qu'une vaste salle d'eau. Situé à proximité de la Place Henri et du cours du Dr Long, vous disposerez de tous les commerces à proximité immédiate. Pour plus de confort, l'appartement est desservi par la ligne C13 reliant la Gare LYON Part-Dieu et se trouve à 500m du métro Blanche et des Ecoles de médecine. Un box fermé en sous-sol est compris dans le bail.",69003,Lyon,45.74557526203013,4.869133706165214,https://www.century21.fr/trouver_logement/detail/16761853543/,https://www.century21.fr/imagesBien/s3/202/3743/c21_202_3743_134816_8_8218FA53-6524-435A-ABA5-9CB8756F85F3.jpg,2026-09-24,active,,True,cp,,False,Part-Dieu / Villette,T3,1907.0,0,121.0,4,122.0,3,1982.0,0,192.0,1,552.0,0,68.0,6,1662.0,0,655.0,0,133.0,2,240.0,3,958.0,0,62.0,13,148.0,4,249.0,1,4538.0,0,1817.0,0,148.0,2,3856.0,0,1157.0,0
1059,Century 21,1474.0,81.26,18.14,Appartement,"T3 - 81,26 m2, 3 pièces Ref : 805","CROIX-ROUSSE RUE HENRI GORJUS - Dans une résidence sécurisée avec gardien, espaces verts et tennis, nous vous proposons cet appartement T3 meublé de 81,26m². Traversant est/ouest, il se compose d'une entrée, d'un séjour ouvert sur un balcon de 6m², d'une cuisine indépendante entièrement aménagée et équipée avec cellier attenant, de 2 chambres, d'une salle de bains et d'un WC séparé. Vous disposerez d'une place de parking privative dans la résidence pour votre confort de stationnement et l'immeuble est également équipé d'un local vélos. En très bon état, cet appartement vous séduira par son environnement calme et arboré et par sa luminosité. Le quartier combine praticité et cadre de vie agréable : à moins de 10 minutes à pied, la ligne C du métro (arrêt Hénon) et plusieurs lignes de bus (C18, S4) assurent une excellente desserte des transports en commun. Les établissements scolaires sont très proches (2 collèges et 1 lycée à 4 mns à pied), idéal pour les familles. DISPONIBLE DE SUITE !",69004,Lyon,45.7781991747724,4.818011162468696,https://www.century21.fr/trouver_logement/detail/16529111124/,https://www.century21.fr/imagesBien/s3/202/3403/c21_202_3403_805_8_C58F2BA2-FD1E-40B6-B245-A20854CD8823.jpg,2026-09-24,active,,True,cp,,False,Croix-Rousse Plateau,T3,1492.0,0,621.0,0,860.0,0,930.0,0,813.0,0,772.0,0,86.0,7,949.0,0,456.0,1,926.0,0,614.0,0,183.0,2,117.0,9,612.0,0,291.0,2,2792.0,0,936.0,0,947.0,0,1425.0,0,460.0,1
1060,Orpi,1964.0,116.0,16.93,Appartement,4 pièce - EXCLUSIVITÉ par mois LOCATION s 116 m2 5 - Fourvière Message 3 chamb res Bon état Meublé Ascenseur Etage : 1 Favoris,"Appartement meublé dans les cloitres de l'Antiquaille 4 pièce(s) 116.23 m² + possibilité box. OUVERT AUX COLOCATIONS !! Photos non contractuelles (pas les mêmes meubles). Site de l'antiquaille (partie cloître), T4 meublé de 116.23 m² au 1er étage avec ascenseur, composé d'une entrée avec placards, séjour, cuisine indépendante (meubles et hotte), 3 chambres (dont 1 parentale avec salle de bains attenante et wc), salle de bains, wc indépendants. Chauffage individuel au gaz (entretien charge locataire). Possibilité de location de garage sur le site en sus (111 €/mois, honoraires 111 €, dépôt de garantie 111 €). Loyer de référence : 13 €/m² Loyer de référence majoré : 15.60 €/m² soit 1813.19 €. Loyer HC pratiqué : 1724 € Provisions sur charges 140 €/mois avec régularisation annuelle (locatives, eau froide) honoraires 1 394.76 € dont 232.46 € d'état des lieux. Disponible immédiatement !",69005,Lyon,45.75810878791073,4.799977189900029,https://www.orpi.com/annonce-location-appartement-t4-lyon-5-69005-2c7a891b-2b4b-45b3-a9ff-dfeaae835d07/,,2026-09-24,active,,True,cp,,False,Point du Jour / St Just,Grand (T4+),2626.0,0,548.0,0,544.0,0,1885.0,0,1801.0,0,841.0,0,185.0,7,1577.0,0,572.0,0,798.0,0,1176.0,0,1179.0,0,307.0,4,283.0,1,521.0,0,5054.0,0,1758.0,0,1895.0,0,2932.0,0,998.0,0
1061,Orpi,95.0,15.0,6.33,Appartement,par mois LOCATION Stationnement 15 m2 7 - Debourg Message Ascenseur Favoris,Parking À Louer. A LOUER DEBOUG/JEAN-JAURES - Garage situé 52 Rue André Bollier 69007 Lyon en sous sol d'une résidence sécurisée. Facile d'accès. Libre de suite. Loyers charges comprises : 95  (dont 10 € de charges communes) Honoraires locataires : 90  Dépôt de garantie : 85 ,69007,Lyon,45.734318,4.830276,https://www.orpi.com/annonce-location-stationnement-lyon-7-69007-54ea3e8d-feeb-40d1-9e0a-00b9e116c58d/,,2026-09-24,active,,True,adresse,numero,False,Gerland,Studio/T1,3195.0,0,277.0,3,470.0,1,2066.0,0,471.0,1,194.0,1,238.0,7,657.0,0,1700.0,0,334.0,2,426.0,2,416.0,2,76.0,9,481.0,1,581.0,0,5874.0,0,1137.0,0,2056.0,0,4069.0,0,1226.0,0
