Description_A_Propos,Lien
"Exclusivité -
Au 6ème et dernier étage, Citya Vendôme Lumière vous propose à la location dans un immeuble ancien et sécurisé un appartement de 2 pièces de 46 m². Il comprend, un séjour, une chambre, une cuisine indépendante et une salle de bains. Voir plus
... Voir plus sur citya.com",https://www.vizzit.fr/fr/property/appartement/lyon-3/A2wqc1t8m9km5rq6
"Bonjour, Je m’appelle Sarah, j’ai 26 ans et je suis actuellement en recherche urgente d’un appartement, ma propriétaire souhaitant récupérer son logement. J’Ai donc un délai de trois mois pour trouver un nouveau logement. Je suis locataire soigneuse, respectueuse et calme, vivant seule, et attachée à entretenir correctement mon appartement. Type de bien recherché ? Je recherche idéalement : un T1 bis ou un T2 ou un grand studio, éventuellement avec mezzanine, ou simplement bien agencé et suffisamment spacieux. Situation professionnelle ? Je travaille : en tant qu’animatrice pédagogique dans une école maternelle et élémentaire depuis 4 ans, et également dans une structure d’accueil d’enfants privés depuis le mois de septembre. Je suis en Cdi, avec des revenus mensuels d’environ 1 600 € net. Je suis consciente que ce montant peut parfois paraître juste, mais je tiens à préciser que j’assume actuellement un loyer de 670 € depuis un an, sans aucun incident, toujours réglé sans difficulté. Je vis seule, je sais gérer mon budget et faire attention au quotidien. Secteurs recherchés ? Je recherche un appartement sur : Lyon (la majorité des arrondissements) Lyon 4ᵉ (arrondissement de prédilection si possible) Villeurbanne Caluire-et-Cuire Vaulx-en-Velin Loyer maximum : 700€ charges comprises. Je reste ouverte à toute proposition correspondant à ces secteurs. Je serais ravie d’échanger avec vous et de vous fournir tout document nécessaire. Merci par avance pour votre attention et votre confiance. Chaleureusement, Sarah.",https://www.vizzit.fr/fr/property/appartement/lyon-1/Aoiq3v91q3qt69yt
A louer studio de 24m2 idéalement situé dans le 1er arrondissement de Lyon .il est situé sur la presqu’île de Lyon se trouve : à proximité des commerces nécessaire la vie de tous les jours à proximité immédiate des quais de Saône à 10 minutes à pied de l’arrêt de métro Hôtel de Ville - Louis Pradel desservi par les lignes A & C,https://www.vizzit.fr/fr/property/appartement/lyon-1/Abzc67u9in968qjb
A Lyon 6è Arrondissement T2 38 M² + mezzanine 8 m² hauteur,https://www.vizzit.fr/fr/property/appartement/lyon-6/Aajfkrfsqawuqj3j
"Appartement T2 au cœur des pentes de croix rousse à mi distance entre les arrêts de métro Croix Rousse et Hôtel de ville. Il comprends une pièce de vie avec cuisine ouverte, une chambre séparée ainsi qu’une Sbd et d’un toilette séparé. Rénové en 2023, il comprends un cuisine équipée avec des prestations de qualités, une salle de bain avec lave linge. Beaucoup de rangements sont intégrés au logement. Idéal pour un couple sans enfant ou personne seule. Dpe D N’hésitez pas à me pour plus d’info Disponible des maintenant.",https://www.vizzit.fr/fr/property/appartement/lyon-1/All5a61st0mx90gw
"Situé à Sans Souci, ce T2 meublé en rez-de-jardin se compose d'une entrée avec placard, Wc séparé, et d'une salle de bain.Le séjour s'ouvre sur une cuisine aménagée et équipée, et bénéficie d'un accès direct à la terrasse.La chambre donne directement sur le jardin.La copropriété bénéficie d'un agréable parc avec espaces verts.Proximité immédiate des transports en communs Métro D (station Sans Souci), commerces et universités,Votre contact Loyer €1 175/mois charges comprises dont charges récupérables: €75/mois (Provisionnelles mensuelles avec régularisation annuelle) | Honoraires charge locataire: €750.75 Ttc dont honoraires d'état des lieux: €173.25 Ttc | Dépôt de garantie: €2 200 | Lyon 03ème | Surface habitable: 57.75m²Nos honoraires",https://www.vizzit.fr/fr/property/appartement/lyon-3/Au0vk0umkn8us92q
"Découvrez notre résidence située face au complexe universitaire, et à proximité du Palais des sport et de la Halle Tony Garnier. Localisation : - 3min à pied de l'université de Lyon 1 (site Gerland). - 8min à pied du casino supermarché. - 7min à pied du métro stade de Gerland. - 10min à pied des restaurants et commerces. - 5min à pied du Palais des sports et de la Halle Tony Garnier. Nous vous proposons ce T1 meublé composé d'un séjour avec cuisine équipée (évier inox, plaque 2 feux, hotte, meubles hauts et bas, frigo top, four ou four micro-ondes), salle d'eau aménagée avec Wc, literie, vaisselle, ustensiles de cuisine, table et chaises. Louez un logement avec Elyade et bénéficiez gratuitement pendant 12 mois d'ALLOLILY, le service de conciergerie privée accessible à tous (sans obligation de souscription) !. Pour plus d'informations, contactez notre agence. Mandat 8206. Possibilité Loca-Pass. Voir conditions en agence. Photos non contractuelles Visites Et Reservations - [Coordonnées masquées] ( Appel non surtaxé) Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : Référence annonce : 19849 Date de réalisation du diagnostic : Honoraires à la charge du locataire : 268 € Ttc dont 61 € pour l’état des lieux Dépôt de garantie : 506 € Montant des charges : 60 € / mois Modalité de récupération des charges locatives : provision avec régularisation annuelle Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 361 € et 489 € sur les années 2021, 2022 et 2023 (abonnements compris).",https://www.vizzit.fr/fr/property/appartement/lyon-7/A0p6s1a3yvyj30vo
"Disponible immédiatement, je suis à la recherche d’un T2 à Lyon et dans les communes limitrophes",https://www.vizzit.fr/fr/property/appartement/lyon-3/Ak2dzc4otzq3iikg
"Appartement T2 meublé de 48,56m² en rez-de-jardin. Il se compose d'une entrée avec placards intégrés, d'une pièce de vie avec une cuisine ouverte, entièrement équipée et aménagée, ainsi que d'une chambre avec dressing. Vous y trouverez également une salle de bains et des Wc séparés. Un garage privatif complète ce bien. A quelques pas du T6 et du Bus C25 , 10min à pied du T4. Disponible immédiatement Loyer de base: 961,49 euros Loyer de référence majoré ( loyer à ne pas dépasser ) : 961,49 euros Complément de loyer : 0 euros",https://www.vizzit.fr/fr/property/appartement/lyon-8/Av2amqasmoo7ltxp
"Studio 19m2 au 4éme étage avec ascenseur dans une résidence étudiante calme et agréable. Proche commerces, transports (tram à 250m ) et facultés. Disponible 1er Mars 2026. Loyer 530€ + 60€ de charges (eau+ électricité ). Provisions avec régularisation annuelle. Dépôt de garantie : 1060€ Pas de frais d'agence.",https://www.vizzit.fr/fr/property/appartement/lyon-7/A3a0raa8i2fkelsm
"Charmant T2 lumineux et traversant Est/Ouest refait par décorateur d’intérieur - Charme de l’ancien : parquet d’époque, marbre, moulures d’époque, cheminées en marbre, Hsp 3m - Grand espace de vie 30m2 au calme vue dégagée avec cuisine équipée neuve (four vapeur, frigo, hotte, plaque gaz, lave vaisselle, lave linge) - Chambre de 12m2 avec dressing intégré et bibliothèque en bois avec parquet chevron et cheminée (literie neuve et premium) - Salle de bain neuve avec douche à l’italienne avec rangements et sèche-serviette - Wc japonais indépendant - Positionnement : 48,5 m2 carrez au 4e étage sans ascenseur avec 1 cave - Chauffage individuel gaz - Accès : Métro Saxe Gambetta à 1 min à pied (angle grande rue de la Guillotière) - Mobilier : une décoration dans le goût du mobilier actuel sera mis à disposition - Possibilité de packager avec wifi Disponible entre le 1-15 mars 2026 sur dossier sélection dossier solide. Bail 1 an meublé direct propriétaire.",https://www.vizzit.fr/fr/property/appartement/lyon-7/Am8zpl76rl8yqufk
"Disponible Début Mars 2026 Pour toute information complémentaire, merci de nous adresser un message. Nous vous reons par téléphone ou vous inviterons à déposer votre dossier sur la plateforme Uplace. L'agence Porta Nuova vous propose à la location meublée cet appartement T2, idéalement situé au cœur du Vieux Lyon, à proximité immédiate de la cathédrale Saint-Jean. Situé au premier étage d'un immeuble des années 60, cet appartement d'environ 55 m² se compose d'une entrée desservant une cuisine séparée, un double séjour lumineux, une chambre, une salle d'eau ainsi qu'un Wc séparé. Bien soumis à l'encadrement des loyers, avec loyer de référence fixé à 15,30 €/m² et loyer de référence majoré à 18,40 €/m². Dpe classe énergie E, avec consommation d'énergie primaire de 292 kWh/m²/an. Le montant estimé des dépenses annuelles d'énergie pour un usage standard est compris entre 970 € et 1 370 €, sur la base des prix de l'année 2021. Les émissions de gaz à effet de serre sont classées D. Loyer mensuel charges comprises : 1 010 €/mois composé comme suit : Loyer hors charges : 895 € + provisions pour charges avec régularisation annuelle : 115 €/mois avec la part locative des charges des copropriétés comprenant l'eau froide et le chauffage. La Taxe d'Enlèvement des Ordures Ménagères est appelée une fois par an en complément Dépôt de garantie : 1 790 € Frais d'agence à la charge du locataire : 726.31 € (soit 13 €/m²) dont 167.61 € de frais d'état des lieux (soit 3€/m² ). Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :",https://www.vizzit.fr/fr/property/appartement/lyon-5/Aaf3wla7p37qcn3e
"Je loue ce T1 bis non meublé de 26m² situé au rez-de-chaussée d'un immeuble de 7 étages, à Lyon 7e. Ce studio comprend une pièce principale avec coin cuisine équipée. L'appartement dispose également d'une salle de bains. Le tout refait à neuf !!! L'appartement est situé dans un quartier calme, à proximité des commerces et des transports en commun. Chauffage électrique individuel. Classe énergie C - Classe climat C. Appartement disponible à la location à partir de février 2026. N'hésitez pas à me pour plus d'informations ou pour organiser une visite.",https://www.vizzit.fr/fr/property/appartement/lyon-7/Anasrw5hpwe0eecy
"Entièrement rénové avec l'aide d'un architecte d'intérieur, un sublime et grand Studio. Il bénéficie d'un calme exceptionnel associé à un emplacement très central. L'ensemble est meublé avec goût au premier étage, il est intégralement équipé pour être immédiatement utilisable, il peut accueillir jusqu'à 3 personnes. Cet appartement lumineux avec ascenseur, bénéficie d'une terrasse et de l'équipement nécessaire pour un séjour en toute tranquillité (Fer à repasser, Lave linge, Linge de maison, Linge de table/torchons). Parfaitement desservi par les transports en commun, vous trouverez à proximité de nombreux commerces et services (épicerie, laverie, pharmacie, restaurant.",https://www.vizzit.fr/fr/property/appartement/lyon-1/Anomfm7kcag00l2r
,https://www.vizzit.fr/fr/property/appartement/lyon-2/An13bbfou9v06wpq
"Particulier loue très beau T2 Bbc de 50 m², au calme, situé au cœur du jardin de la copropriété et éloigné de la rue. Dans une résidence récente et sécurisée (accès Vigik) avec spacieuse terrasse couverte, jardin privatif clôturé et parking fermé en sous-sol. Localisation Lyon 7 – secteur Debourg Tramway à 300 m Métro Debourg à 500 m Environnement verdoyant et agréable Le logement Séjour spacieux et lumineux de 27 m², double exposition sud / ouest Grandes baies vitrées ouvrant sur le jardin Terrasse couverte de 14 m² avec point d’eau et éclairage Jardin privatif clôturé de 51 m² Cuisine américaine équipée : plaques à induction, nombreux rangements Chambre de 11 m² avec baie vitrée et accès direct au jardin Salle de bain de 6 m² avec baignoire, vasque et meuble, Wc Entrée avec dégagement Garage fermé en sous-sol Confort & performance Logement Bbc (Bâtiment Basse Consommation) Dpe (en cours. En 2012 : B et Ges C) Chauffage collectif Bbc avec compteur individuel Eau chaude en production solaire partielle avec compteur individuel Local vélo Conditions financières Loyer mensuel : 734 € Charges : 150 € / mois (charges de copropriété, chauffage, eau chaude, eau froide, taxe d’ordures ménagères) Régularisation annuelle Disponibilité Disponible à partir du 7 mars 2026 Conditions de location Logement soumis à conditions de ressources Célibataire : 41.704 € Couple : 61.240 € Les candidats sont invités à transmettre leur dossier complet avec situation professionnelle (Cdi, Cdd, étudiant…), revenus (minimum 3x loyer), cautionnaires et à compléter leur profil locataire sur le site. Le logement sera disponible tant que l'annonce sera affichée. Visites sur rendez-vous après réception du dossier complet (voir le site sécurisé gouvernemental ""dossier [Url masquée pour votre sécurité]"".",https://www.vizzit.fr/fr/property/appartement/lyon-7/A52guip150j75ynj
"À Lyon 4 , dans résidence étudiante studio meublé avec cuisine four micro-ondes, réfrigérateur cafetière…. Salle de douche avec lavabo et wc . Appartement refait il y a 2 ans ( sol et peinture) . Résidence avec gardien très bien entretenue, laverie , ascenseur et wifi . À 2min à pieds de l entrée du parc de la tête d or . Les transports en commun sont à 50 mètres ainsi queLa station velov . Idéal pour étudiant.",https://www.vizzit.fr/fr/property/appartement/lyon-4/Ar65srti9j9es2yu
"Ascenseur, terrasse de 10 m2, très charmant duplex local vélos privatif en Rdc disponible semaine, mois...",https://www.vizzit.fr/fr/property/appartement/lyon-1/Aq708dqzfca73m8w
"Dans un bel immeuble au cœur du quartier Bellecombe, agréable T2 de 39m² Carrez e² au sol au 2ème étage avec ascenseur.",https://www.vizzit.fr/fr/property/appartement/lyon-6/A21we4hoog5j90s1
"Situé à quelques minutes de l'île Barbe, au pied des Monts d'Or, dans un quartier commerçant et arboré, nous vous proposons au sein d'une résidence à l'architecture contemporaine ce T2 neuf. Situé au 3ème étage, il se compose d'une pièce principale avec une cui... Voir plus sur century21.fr",https://www.vizzit.fr/fr/property/appartement/lyon-9/Aycwbxewq4k49p74
"Lien avec les photos google de notre studio 702 au 7 etage vue sur le parc intérieur privé, calme, orienté Sud Est, Photos sur face book, avec d'autres aménagements, en tapant le titre de l'annonce, Particulier loue, sans intermédiaires, studio meublé 18 m2 ,, clair, calme dans résidence ""Major"", jolie vue sur parc intérieur privé,, clos et arboré 7 étage, parquet, Entrée : séparée Salle de bain : avec baignoire, Kitchenette : équipée, placards et rangements, Buanderie : au rez de chaussée : machines à laver et sêcheuses (payantes) Digicode : parc privé + digicode immeuble, gardien le week end, Double vitrage, bonne isolation, Chauffage : et cumulus electriques individuels, Commerces : au pied de l'immeuble (intermarché) +, Tram Mendes France, bus Fac Jean Moulin : à 8 minutes à pied,, parc du Sergent Blandan à 3 minutes Conviendrait à personne non fumeuse et soigneuse, Loyer : 539 € + charges (46 € eau comprise)+ 10 € taxe ordures ménagères parking : en plus, Dossier locataire complet :, nécessaire avant toute visite ( 3 derniers bulletins de salaire + 3 derniers du garant physique + avis d'imposition, + Apl, bourse...), Aucun frais de visite, ou rédaction de bail, ou d'état des lieux à rajouter",https://www.vizzit.fr/fr/property/appartement/lyon-8/A5ol9yruyjqnfcrg
,https://www.vizzit.fr/fr/property/appartement/lyon-3/Asr66hwxqafszb6j
"Bel appartement de 44 m² carrez (52 m² au sol) au cinquième étage d'un immeuble ancien donnant sur le Jardin de plantes. Calme et lumineux. L'appartement venant d'être refait à neuf, il dispose de tout le confort moderne : cuisine équipée d'un four, de plaques vitrocéramiques et d'une hotte encastrée sèche-serviette, baignoire et Vmc en bon état de marche dans la salle de bain grand placard sur la mezzanine chauffe-eau électrique neuf et chauffage électrique individuel porte blindée à trois points et double vitrage. Superbe vue sur l'est, mais pas d'ascenseur !",https://www.vizzit.fr/fr/property/appartement/lyon-1/A64njdc3ue44up66
"Joli appartement meublé tout neuf – 42 m² + balcon + garage – Lyon 8 (secteur Mermoz-Pinel) À louer : très bel appartement meublé, tout neuf et soigneusement décoré, situé dans une résidence neuve (livraison 2025), à deux pas du métro Mermoz-Pinel (ligne D) ... Voir plus sur seloger.com",https://www.vizzit.fr/fr/property/appartement/lyon-8/Ak1jnfjz1dw1c3hg
"Bonjour, Location d'un T2 meublé de 46m2 situé sur les quais de Saône à Lyon 4e. Appartement équipé de : - Une machine à laver - Une cuisine équipée avec lave-vaiselle, plaques à induction et petit frigo - Salon meublé avec canapé, meuble Tv, table à manger ... Voir plus sur seloger.com",https://www.vizzit.fr/fr/property/appartement/lyon-4/Adl9qyutbe3ahcde
"Au cœur du quartier Confluence, dans une résidence de 2018 de très bon standing, spacieux appartement de 2 pièces meublé et entièrement équipé situé au 6ème étage avec ascenseur, plein sud et calme. Il comprend pièce à vivre avec cuisine ouverte équipée, chambre a... Voir plus sur seloger.com",https://www.vizzit.fr/fr/property/appartement/lyon-2/Adbxvy67892pcbvr
"A proximité du métro Jean Jaurès et des commerces, dans une résidence récente, venez découvrir ce T3 meublé situé en étage élevé avec ascenseur. Lumineux et sans vis à vis, il est composé d'une belle pièce de vie avec une cuisine meubée et aménagée ouvrant sur un grand balcon, 2 chambres, une salle de bains et un wc séparé. Pour simplifier vos déplacements le logement est loué avec un garage fermé en sous sol. Le chauffage et l'eau chaude sont individuels electrique et vous bénéficierez également de la climatisation en été. Assurance Multirisques Privilège : 18.02 euros / mois Services facultatifs, voir conditions en agences Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques. Gouv. Fr",https://www.vizzit.fr/fr/property/appartement/lyon-7/Avs7yk879vkw0rcj
"Appartement de 19 m2 à louer sur Lyon Studio idéal pour les étudiants, « clés en mains » dans une résidence de haut standing (sécurité, accueil, ascenseur, salle de sport). Studio de 19m2 dans résidence, 3ème étage avec ascenseur, lumineux (exposition sud-est s... Voir plus sur seloger.com",https://www.vizzit.fr/fr/property/appartement/lyon-3/Aau7of5wbwl26srh
"Sur un immeuble sécurisé avec gardien, grand appart 2 pièces de 51m² au 3ème étg avec ascenseur. Chauffé au gaz, il est agencé comme suit: une entrée, séjour-salle à manger, cuisine aménagée, 1 chambre lumineuse avec placard (15m²), salle de bains avec Wc sép... Voir plus sur seloger.com",https://www.vizzit.fr/fr/property/appartement/lyon-3/Acsn6c2tmhyjm3yv
"Découvrez cet appartement charmant situé à la Croix-Rousse, à Lyon. Idéal pour les célibataires et les couples, cet espace au style ancien de 54 m² se compose de deux pièces spacieuses, d'une cuisine / salle à manger et d'une salle de bain fonctionnelle, offrant ai... Voir plus sur seloger.com",https://www.vizzit.fr/fr/property/appartement/lyon-4/Ayl382ofcwhu7gqm
"Lyon 5e, quartier calme Saint Irénée, à 200m du Funiculaire St Just. Appartement de 68m2 avec cachet (parquet plafond à la française) dans un immeuble de 2étages Etage du bas: Salon, cuisine ouverte (plaque induction et placards) et toilette. Etage du haut: Chambre avec placard, coin bureau, salle de douche, cellier. Velux neufs Loyer mensuel 670€ + 30€ de charges Seuls les dossiers sérieux (garants, situation stable) seront étudiés. Contact uniquement par mail.",https://www.vizzit.fr/fr/property/appartement/lyon-5/As93d1xzq5emyyjh
"Type : Appartement composé d'une pièce centrale et d'une petite chambre sans fenêtre (moins de 9 m²) Rangement : Grand placard intégré Emplacement :Situé au cœur de la Guillotière, entre Gambetta et Guillotière Étage : 2ème étage d'une résidence sécurisée Équipements : plaque et emplacement machine à lavé et four Immeuble avec digicode pour plus de sécurité Connectivité : Fibre optique disponible Environnement :Tous commerces à proximité Proche de plusieurs facultés Loyer :Loyer de référence : 513 €Majoration légale (20 %) : 615 €Charges : 65 €Total loyer charges comprises : 680 € Points Positifs :Positionnement idéal au cœur de la Guillotière Points Négatifs :Une seule fenêtre dans l'appartement",https://www.vizzit.fr/fr/property/appartement/lyon-3/A12wl3wgze59zf69
"Loue appartement de 31m2 (au sol , aucune mezzanine)au 5eme étage d’un immeuble de canut. Séjour avec cuisine équipée, une chambre, une salle d’eau avec wc. Tout le mobilier sera neuf. Disponible le 14/02. Privilégier les contacts pas sms ou messagerie le bon coin",https://www.vizzit.fr/fr/property/appartement/lyon-4/Ay6np305zvbv3rm1
"Lyon 2 entre république et Jacobins, stuido meublé de 25 m2 au 3eme etage avec asc. Composé d'une entrée avec wc, un séjour avec cuisine américaine tout équipée , rangements, penderie, éclairé par deux fenêtres sur cour calme (double vitrage, volets roulants) chambre en alcôve, salle d'eau, chauffage électrique performant , lave linge, micro ondes, plaques inductions ,refrigerateur. Bon étatgénéral Libre Fin Fèvrier Les visites seront organisées après étude de vote dossier que nous vous remercions de faire sur le site du gouvernement: dossier facile",https://www.vizzit.fr/fr/property/appartement/lyon-2/Am1thcztuvdsnnqn
"Magnifique T2 duplex en plein centre de Lyon proche des Terreaux. L'appartement et l'immeuble a été intégralement rénové récemment. Situé au 5e étage de l'immeuble il est au calme sans vis à vis ni bruit de la rue. Disponible fin février / début mars. Il dispose au Rdc d'une cuisine ouverte sur séjour et d'un Wc. A l'étage un dressing / bureau, 1 chambre et 1 salle d'eau avec Wc. Loyer 945 € Charges Comprises (eau, charges communes). Possibilité d'organiser des visites après analyse du dossier à transmettre par email via le bon coin. Je ne souhaite pas de démarchage. Merci pour votre intérêt",https://www.vizzit.fr/fr/property/appartement/lyon-1/Alrwisolzp91h4nq
Je recherche un T1 ou T2 sur Lyon l’idéal serait qu’il ne soit pas à plus de 30min du centre commercial pour des raison professionnelles. Un déménagement le plutot possible serait le mieux pour moi,https://www.vizzit.fr/fr/property/appartement/lyon-3/Aj92q2we6q015md8
"Location meublée Appartement T2 - Lyon 7ème (métro Garibaldi / Manufacture des Tabacs) Appartement meublé T2 de 40m2 en rez-de-chaussée rénové récemment, dans résidence bien tenue avec gardienne Le logement - un salon avec canapé, tables basses et meuble haut - une cuisine ouverte très bien équipée : lave-vaisselle, four, réfrigérateur, congélateur, plaque à induction - un espace buanderie avec lave-linge, sèche-linge et un dressing - une chambre avec lit double et commode - un espace de travail avec bureau avec grande étagère - une salle d'eau avec douche et Wc L’emplacement Lyon 7ème à 2 pas du parc Sergent Blandan A 400 m de l’Université Lyon 3 - Manufacture des Tabacs et 200 m de l’ISCOM A 300 m du métro ligne D - Arrêt Garibaldi. A 400 m du tramway T4 Piste cyclable Voie lyonnaise au pied de l'immeuble Commerces : boulangerie et Lidl à 1 min, Intermarché à 5 min, bars, restaurants. Conditions de location Loyer hors charges : 825€ par mois Charges forfaitaires : 95€ par mois (Eau incluse) Dépôt de garantie : Montant équivalent à 2 loyers hors charges, soit 1650€ Pas de frais d’agence Pièces justificatives à fournir : Pièce d’identité, Justificatif de domicile, Justificatif de situation professionnelle, Justificatif de ressources, Garant Disponible Visite le 08 février 2026",https://www.vizzit.fr/fr/property/appartement/lyon-7/A6tadz2gelhzpuuz
"Appartement d’environ 65 m², entièrement rénové, situé au cœur de la Presqu’île, au pied des pentes de la Croix-Rousse. Le bien est entièrement meublé et se compose de : Cuisine équipée : four, lave-vaisselle, plaque à induction, réfrigérateur, congélateur Salle à manger : meuble de rangement, table et chaises Première mezzanine : grande chambre avec un couchage Deuxième mezzanine : chambre avec lit et meuble de rangement Salon : canapé et télévision Salle de bain avec buanderie : lave-linge et sèche-linge Toilettes séparées Situé au 1er étage sans ascenseur, l’appartement donne sur la cour intérieure, garantissant un environnement calme (au détriment d’une luminosité plus limitée). ⚠️ À noter : plafonds bas, avec une hauteur d’environ 1,90 m au-dessus et en dessous des mezzanines. ? Disponible à partir du 1er mars 2026.",https://www.vizzit.fr/fr/property/appartement/lyon-1/Ak7sd9bssdjuddmj
"Rare à la location. Dans un immeuble haut-de-gamme, appartement non meublé situé au 1er étage surélevé, bénéficiant d’une vue directe et dégagée sur le Rhône. D’Une surface exceptionnelle de 170 m², ce bien séduit par ses volumes généreux, sa luminosité et son cachet. Il comprend : • Trois chambres spacieuses • Deux salles de bain • Une buanderie • Un vaste séjour de réception • Un balcon avec vue Rhône • Grenier et cave Appartement calme, élégant et raffiné, idéal pour une clientèle exigeante recherchant confort et adresse d’exception au cœur du 1er arrondissement de Lyon.",https://www.vizzit.fr/fr/property/appartement/lyon-1/A16v2eid3mzv87kt
"Préfecture - Spacieux - Kitchenette - Secteur préfecture, proche Tram et métro, venez découvrir ce joli appartement de 32 m² en 4ème étage avec ascenseur dans une très belle résidence de standing sécurisée. Il se compose d'une agréable et lumineuse pièce de vie avec une kitchenette équipée (frigo+plaques+hotte), d'une salle d'eau avec douche et Wc. L'eau froide est comprise dans les charges.Pour tout renseignement ,merci de faire une demande de contact en suivant le lien de cette annonce. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : .Zone soumise à encadrement des loyers. Loyer de référence majoré : 727,76 eurosLoyer de base : 605,93 eurosComplément de loyer : 0 euros",https://www.vizzit.fr/fr/property/appartement/lyon-3/Aos0p9bynd5it08l
"Beau loft duplex meublé de 101m2 situé dans une immeuble neuf, dans le quartier des Girondins, à 1 minute à pied du métro Jean Jaurès (Lyon 7ᵉ). Le loft se compose d’un grand séjour avec cuisine ouverte entièrement équipée (meubles, plaque de cuisson, réfrigérateur), d’une chambre avec lit, d’une salle de bains avec baignoire, ainsi que d’une pièce duplex de 36 m², aménageable en une ou 2 chambres supplémentaires Le logement est meublé et prêt à vivre à compter de mi-février 2026. Situé dans un quartier calme et résidentiel, il bénéficie d’une proximité immédiate des commerces (Supermarchés, Picard, primeurs….) et des transports (1mn du métro B). Pas de frais d’agence.",https://www.vizzit.fr/fr/property/appartement/lyon-7/Al937fzigie5hpra
"Dans un immeuble ancien, au troisième étage sans ascenseur, appartement de 38 m2, orienté à l’est sur une cour intérieure calme et lumineuse sans vis-à-vis proche. La pièce de vie en parquet dispose d’une alcôve qui sert d’espace nuit et peut être refermée par un grand miroir coulissant. La cuisine est indépendante la salle d’eau est équipée d’une douche. L’Appartement offre en outre un dressing de 2 m2 entièrement aménagé. La gare de la Part-Dieu est à 12 minutes à pied, l’arrêt du C3 est à 150 mètres, et des commerces sont disponibles alentour.",https://www.vizzit.fr/fr/property/appartement/lyon-6/Acj2ugvg3sczcglz
"À louer à partir du 1er mars 2026, appartement T4 meublé de 83 m², situé Lyon 9ᵉ – La Duchère, au 6ᵉ étage avec ascenseur, dans une résidence bien entretenue. Il se compose d’un séjour lumineux, d’une cuisine équipée, de 2 chambres, 1 bureau, salle de bain, Wc séparés et rangements. Cave incluse. Loyer : 1 250 € / mois hors charges Charges : 283 € / mois (régularisation annuelle) Loyer Cc : 1 533 € / mois Garage disponible en option : 100 € / mois (bail séparé) Location meublée – résidence principale. Dpe : C.",https://www.vizzit.fr/fr/property/appartement/lyon-9/A4h38q5ow8ktdg5k
"Loue T1 bis meublé de 28m², exposé Est, situé dans le secteur de Monplaisir Sud. Logement refait à neuf en 2023, au 3ᵉ étage sans ascenseur d’une petite copropriété calme, sans vis-à-vis. Localisation : - À 8 minutes à pied du métro D (Sans Souci) - À 4 minutes des tramways T2 et T4 (arrêt Jet d’Eau) Cuisine entièrement équipée : plaques à induction, four, micro-ondes, lave-vaisselle. Salle de bain avec lave-linge. Coin nuit comprenant un lit coffre et de grands placards de rangement. Stationnement vélos possible dans la cour de l’immeuble ou devant celui-ci. Chauffage et eau chaude individuels électriques. Charges : eau froide et entretien des parties communes Disponible à partir de la deuxième moitié de février.",https://www.vizzit.fr/fr/property/appartement/lyon-8/Auvspwgnkh4w3fcz
"Secteur Trion - Appartement T2 meublé situé dans le 5 € arrondissement de Lyon, dans un quartier calme et apprécié pour son cadre de vie. Le logement est prêt à accueillir son occupant et offre un aménagement fonctionnel et scription du logement:L'appartement comprend une pièce de vie aménagée avec un canapé et une table, une cuisine entièrement équipée avec électroménager et rangements, une chambre séparée et une salle d'eau avec Wc. L'ensemble se trouve en très bon état.Cadre de vie:Le secteur des Quatre Colonnes offre un environnement résidentiel agréable avec commerces de proximité, services et espaces verts accessibles à pied. Le quartier est connu pour son calme et sa convivialité.Transports et accessibilité:Le logement bénéficie d'une bonne desserte grâce aux lignes de bus Tcl et au funiculaire permettant de rejoindre rapidement Perrache, Bellecour ou le Vieux Lyon. Les grands axes du 5 € arrondissement sont facilement accessibles et plusieurs stations Vélo'V se trouvent à proximité. Cet emplacement permet de profiter d'un cadre paisible tout en restant connecté au centre-ville.",https://www.vizzit.fr/fr/property/appartement/lyon-5/A6f5ma6fl7f5lrob
"Disponible de suite. Dépôt de dossier en ligne. Loyer Hc : 1020€ Charges (dont eau chaude, eau froide, Chauffage et refroidissement au sol ) : 145€ Total loyer Cc : 1165€ L’appartement T2 meublé est situé dans une résidence très récente de haut standing très sécu... Voir plus sur seloger.com",https://www.vizzit.fr/fr/property/appartement/lyon-5/Ajanooswcceiy12x
