categorie_cavalier,type_osm,nom_lieu,latitude,longitude
Nuisance - Aire de jeux,playground,Inconnu,50.6217404,3.1186234
Nuisance - Aire de jeux,playground,Inconnu,50.6415703,3.0882162
Nuisance - Aire de jeux,playground,Inconnu,51.2398388,4.8162003
Nuisance - Aire de jeux,playground,Inconnu,50.633272,3.0238789
Nuisance - Aire de jeux,playground,touwenparcours,51.281108,4.8404833
Nuisance - Aire de jeux,playground,Inconnu,51.2826217,4.8402304
Nuisance - Aire de jeux,playground,Gemeentelijk Speelplein Nachtegalenstraat,51.2493837,4.8214193
Nuisance - Aire de jeux,playground,Inconnu,50.6253531,3.0904529
Nuisance - Aire de jeux,playground,Inconnu,50.6344444,3.1101724
Nuisance - Aire de jeux,playground,Inconnu,50.618719,3.1047571
Nuisance - Aire de jeux,playground,Inconnu,50.622615,3.1004708
Nuisance - Aire de jeux,playground,Inconnu,51.2599195,4.7869316
Nuisance - Aire de jeux,playground,Toverstad,51.2610641,4.794179
Nuisance - Aire de jeux,playground,Inconnu,50.6251445,3.1018242
Nuisance - Aire de jeux,playground,Inconnu,50.6268251,3.0985464
Nuisance - Aire de jeux,playground,Inconnu,50.6267591,3.0987888
Nuisance - Aire de jeux,playground,Inconnu,50.6266026,3.0990502
Nuisance - Aire de jeux,playground,Inconnu,50.6331829,3.0066603
Nuisance - Aire de jeux,playground,Inconnu,50.6169265,3.0312674
Nuisance - Aire de jeux,playground,Inconnu,50.6035387,3.0480937
Nuisance - Aire de jeux,playground,Inconnu,50.6037084,3.0502155
Nuisance - Aire de jeux,playground,Square Pierre Loti,50.6023875,3.0500703
Nuisance - Aire de jeux,playground,Jardin des Trampolines,50.6032069,3.0527139
Nuisance - Aire de jeux,playground,Inconnu,50.6042919,3.0530219
Nuisance - Aire de jeux,playground,Inconnu,50.6047802,3.053323
Nuisance - Aire de jeux,playground,Inconnu,50.612994,3.0503067
Nuisance - Aire de jeux,playground,Inconnu,50.6282418,3.0248856
Nuisance - Aire de jeux,playground,Inconnu,50.6320018,3.0987734
Nuisance - Aire de jeux,playground,Inconnu,50.6320625,3.0988896
Nuisance - Aire de jeux,playground,Inconnu,50.6488327,3.0637539
Nuisance - Aire de jeux,playground,Inconnu,50.6493598,3.0634026
Nuisance - Aire de jeux,playground,Inconnu,50.6474511,3.052519
Nuisance - Aire de jeux,playground,Inconnu,50.6509415,2.9891615
Nuisance - Aire de jeux,playground,Inconnu,50.6294985,3.0036692
Nuisance - Aire de jeux,playground,Inconnu,50.6127985,3.0590191
Nuisance - Aire de jeux,playground,Inconnu,50.6128486,3.0593011
Nuisance - Aire de jeux,playground,Inconnu,50.6183277,3.0469976
Nuisance - Aire de jeux,playground,Inconnu,50.618296,3.0472203
Nuisance - Aire de jeux,playground,Inconnu,50.6183506,3.0439001
Nuisance - Aire de jeux,playground,Inconnu,50.6477947,3.0932294
Nuisance - Aire de jeux,playground,Square de la Briqueterie,50.6046875,3.0526245
Nuisance - Aire de jeux,playground,Square Massenet,50.6304102,3.0885342
Nuisance - Aire de jeux,playground,Inconnu,50.6493028,3.0047553
Nuisance - Aire de jeux,playground,Inconnu,50.6218019,3.0397257
Nuisance - Aire de jeux,playground,Inconnu,50.6246332,3.0470447
Nuisance - Aire de jeux,playground,Inconnu,50.6210042,3.0323784
Nuisance - Aire de jeux,playground,Inconnu,50.620931,3.0324887
Nuisance - Aire de jeux,playground,Inconnu,50.6208091,3.0323728
Nuisance - Aire de jeux,playground,Inconnu,50.6117327,3.0683748
Nuisance - Aire de jeux,playground,Inconnu,50.6257419,3.0558321
Nuisance - Aire de jeux,playground,Inconnu,50.6225208,3.0735801
Nuisance - Aire de jeux,playground,Inconnu,50.6194592,3.067342
Nuisance - Aire de jeux,playground,Inconnu,50.6193698,3.0672468
Nuisance - Aire de jeux,playground,Inconnu,50.6175601,3.0577813
Nuisance - Aire de jeux,playground,Inconnu,50.6176185,3.0576797
Nuisance - Aire de jeux,playground,Inconnu,50.6176497,3.0578077
Nuisance - Aire de jeux,playground,Inconnu,50.6175789,3.0579572
Nuisance - Aire de jeux,playground,Inconnu,50.627236,3.0544356
Nuisance - Aire de jeux,playground,Inconnu,50.6275945,3.0343615
Nuisance - Aire de jeux,playground,Inconnu,50.6277436,3.0343525
Nuisance - Aire de jeux,playground,Inconnu,50.6361953,2.9877454
Nuisance - Aire de jeux,playground,Inconnu,50.6298561,3.0037454
Nuisance - Aire de jeux,playground,Inconnu,50.6208898,3.0684623
Nuisance - Aire de jeux,playground,Inconnu,50.6314695,3.1008626
Nuisance - Aire de jeux,playground,Inconnu,50.6301203,3.0857779
Nuisance - Aire de jeux,playground,Inconnu,50.6366496,3.0553422
Nuisance - Aire de jeux,playground,Inconnu,50.6188486,3.0866488
Nuisance - Aire de jeux,playground,Inconnu,50.6372792,2.9855738
Nuisance - Aire de jeux,playground,Inconnu,50.6217752,3.0509662
Nuisance - Aire de jeux,playground,Inconnu,50.6213549,3.0504095
Nuisance - Aire de jeux,playground,Inconnu,50.6333796,3.0262601
Nuisance - Aire de jeux,playground,Inconnu,51.2636093,4.7890255
Nuisance - Aire de jeux,playground,Square Charles Six,50.6224188,3.0469788
Nuisance - Aire de jeux,playground,Inconnu,50.6321346,3.1168004
Nuisance - Aire de jeux,playground,Inconnu,50.6321827,3.1170346
Nuisance - Aire de jeux,playground,Inconnu,50.6322021,3.1171012
Nuisance - Aire de jeux,playground,Inconnu,50.6322225,3.1170398
Nuisance - Aire de jeux,playground,Inconnu,50.6322145,3.1169455
Nuisance - Aire de jeux,playground,Inconnu,50.6084265,3.0407806
Nuisance - Aire de jeux,playground,Inconnu,50.6305806,3.1131457
Nuisance - Aire de jeux,playground,Inconnu,50.6466865,2.9935574
Nuisance - Aire de jeux,playground,Inconnu,50.6481111,2.9925001
Nuisance - Aire de jeux,playground,Inconnu,50.6384621,2.9932479
Nuisance - Aire de jeux,playground,Inconnu,50.6053718,3.0564985
Nuisance - Aire de jeux,playground,speelzone,51.2265495,4.8333309
Nuisance - Aire de jeux,playground,Inconnu,50.6297737,3.0471155
Nuisance - Aire de jeux,playground,Inconnu,50.6453004,3.0474331
Nuisance - Aire de jeux,playground,Inconnu,50.6316698,3.0864087
Nuisance - Aire de jeux,playground,Inconnu,51.2277526,4.8279697
Nuisance - Aire de jeux,playground,Buurtspeelplein Den Bosberg,51.2627853,4.8655829
Nuisance - Aire de jeux,playground,Inconnu,50.6384968,3.0142616
Nuisance - Aire de jeux,playground,Inconnu,50.6317878,3.0989192
Nuisance - Aire de jeux,playground,Inconnu,50.6210996,3.0634929
Nuisance - Aire de jeux,playground,Inconnu,50.6212139,3.0628974
Nuisance - Aire de jeux,playground,Inconnu,50.6247394,3.0393536
Nuisance - Aire de jeux,playground,Inconnu,50.6246687,3.0390616
Nuisance - Aire de jeux,playground,Inconnu,50.6245469,3.0392054
Nuisance - Aire de jeux,playground,Inconnu,50.6233423,3.0307403
Nuisance - Aire de jeux,playground,Inconnu,50.636109,3.0448711
Nuisance - Aire de jeux,playground,Inconnu,50.6361401,3.0447188
Nuisance - Aire de jeux,playground,Inconnu,50.6361679,3.0444944
Nuisance - Aire de jeux,playground,Inconnu,50.636097,3.0444904
Nuisance - Aire de jeux,playground,Inconnu,50.6362653,3.0445947
Nuisance - Aire de jeux,playground,Inconnu,50.6105933,3.0442079
Nuisance - Aire de jeux,playground,Inconnu,50.6256233,3.1089398
Nuisance - Aire de jeux,playground,Inconnu,50.6253521,3.1088852
Nuisance - Aire de jeux,playground,Inconnu,50.6239956,3.1199068
Nuisance - Aire de jeux,playground,Inconnu,50.6196978,3.1033561
Nuisance - Aire de jeux,playground,Inconnu,50.6487533,3.0871486
Nuisance - Aire de jeux,playground,Inconnu,50.6412926,2.9918325
Nuisance - Aire de jeux,playground,Inconnu,50.6448981,2.9970473
Nuisance - Aire de jeux,playground,Inconnu,50.6486664,2.9883615
Nuisance - Aire de jeux,playground,Inconnu,51.2250328,4.8439182
Nuisance - Aire de jeux,playground,Buurtspeelplein Laakakker,51.2290981,4.8453755
Nuisance - Aire de jeux,playground,Buurtspeelplein Haestakkers,51.2263206,4.8393436
Nuisance - Aire de jeux,playground,Inconnu,51.2654263,4.8673235
Nuisance - Aire de jeux,playground,Inconnu,51.2650041,4.8666657
Nuisance - Aire de jeux,playground,Buurtspeelplein Kardinaal Cardijnlaan,51.2334107,4.8403048
Nuisance - Aire de jeux,playground,Buurtspeelplein Pater Damiaanstraat,51.2363748,4.8307601
Nuisance - Aire de jeux,playground,Inconnu,50.6405323,3.0943364
Nuisance - Aire de jeux,playground,Inconnu,50.6223538,3.0661629
Nuisance - Aire de jeux,playground,Inconnu,50.6306012,3.0757045
Nuisance - Aire de jeux,playground,Inconnu,50.6308636,3.0178751
Nuisance - Aire de jeux,playground,Inconnu,50.6099811,3.0430386
Nuisance - Aire de jeux,playground,Inconnu,50.6371277,3.0340592
Nuisance - Aire de jeux,playground,Inconnu,50.6362346,3.0348956
Nuisance - Aire de jeux,playground,Inconnu,50.6386768,3.0109051
Nuisance - Aire de jeux,playground,Inconnu,50.6234101,3.0790467
Nuisance - Aire de jeux,playground,Inconnu,50.6085543,3.0465804
Nuisance - Aire de jeux,playground,Inconnu,50.6075641,3.0463198
Nuisance - Aire de jeux,playground,Inconnu,50.6400971,3.060153
Nuisance - Aire de jeux,playground,Inconnu,50.619654,3.071261
Nuisance - Aire de jeux,playground,Inconnu,50.6198362,3.0709835
Nuisance - Aire de jeux,playground,Inconnu,50.6479557,3.0928532
Nuisance - Aire de jeux,playground,Inconnu,50.6408483,3.0739155
Nuisance - Aire de jeux,playground,Inconnu,50.6359306,3.0877878
Nuisance - Aire de jeux,playground,Inconnu,50.6100738,3.0392998
Nuisance - Aire de jeux,playground,Inconnu,51.239992,4.8122878
Nuisance - Aire de jeux,playground,Inconnu,50.6186073,3.055231
Nuisance - Aire de jeux,playground,Inconnu,50.6275093,3.0615441
Nuisance - Aire de jeux,playground,Inconnu,50.6399623,3.0657404
Nuisance - Aire de jeux,playground,Inconnu,51.2600554,4.7872455
Nuisance - Aire de jeux,playground,Inconnu,50.6382462,3.0809614
Nuisance - Aire de jeux,playground,Inconnu,50.6381364,3.0809358
Nuisance - Aire de jeux,playground,Inconnu,50.6185206,3.0827589
Nuisance - Aire de jeux,playground,Inconnu,50.6258505,3.0771585
Nuisance - Aire de jeux,playground,Inconnu,50.6157683,3.0639614
Nuisance - Aire de jeux,playground,Inconnu,50.6156546,3.0639592
Nuisance - Aire de jeux,playground,Inconnu,50.6157003,3.0640422
Nuisance - Aire de jeux,playground,Inconnu,50.628855,3.0429207
Nuisance - Aire de jeux,playground,Inconnu,50.6287151,3.0427844
Nuisance - Aire de jeux,playground,Inconnu,50.6287274,3.0429165
Nuisance - Aire de jeux,playground,Inconnu,50.6286129,3.0428089
Nuisance - Aire de jeux,playground,Inconnu,50.6285738,3.0426429
Nuisance - Aire de jeux,playground,Inconnu,50.6239529,3.0509869
Nuisance - Aire de jeux,playground,Inconnu,50.6239745,3.0511121
Nuisance - Aire de jeux,playground,Inconnu,50.6241078,3.0511389
Nuisance - Aire de jeux,playground,Inconnu,50.6242161,3.0511167
Nuisance - Aire de jeux,playground,Inconnu,50.624225,3.0508809
Nuisance - Aire de jeux,playground,Inconnu,50.624398,3.0507943
Nuisance - Aire de jeux,playground,Inconnu,50.6244351,3.0510442
Nuisance - Aire de jeux,playground,Inconnu,50.6245399,3.05094
Nuisance - Aire de jeux,playground,Inconnu,50.6243577,3.0510841
Nuisance - Aire de jeux,playground,Inconnu,50.6178955,3.0767482
Nuisance - Aire de jeux,playground,Inconnu,50.6178654,3.0768999
Nuisance - Aire de jeux,playground,Inconnu,51.2741755,4.7960955
Nuisance - Salle de Concert,music_venue,L'Aéronef,50.6368435,3.073903
Nuisance - Salle de Concert,music_venue,La brat cave,50.624221,3.0649215
Nuisance - Discothèque,nightclub,The Hive,50.6321118,3.0551431
Nuisance - Discothèque,nightclub,Nox Club,50.6379203,3.0667407
Nuisance - Discothèque,nightclub,La Boucherie,50.6327223,3.0548545
Nuisance - Discothèque,nightclub,Trading Club,50.6327054,3.055122
Nuisance - Discothèque,nightclub,La Relève,50.6332982,3.0549429
Nuisance - Discothèque,nightclub,Coco,50.6334665,3.0552345
Nuisance - Discothèque,nightclub,The Room,50.6310103,3.0587938
Nuisance - Discothèque,nightclub,Slalom,50.6225657,3.0778086
Nuisance - Discothèque,nightclub,Les Folies,50.643204,3.0630972
Nuisance - Discothèque,nightclub,Le Duke's,50.6259659,3.0653827
Nuisance - Discothèque,nightclub,Le B-Floor,50.6232701,3.0629106
Nuisance - Discothèque,nightclub,Le Joy,50.6320141,3.0555718
Superstition - Pompes Funèbres,funeral_directors,Uitvaartcentrum Swolfs,51.2425883,4.8252642
Superstition - Pompes Funèbres,funeral_directors,Pompes Funèbres Montagne,50.6131946,3.0468698
Superstition - Pompes Funèbres,funeral_directors,Roc-Eclerc,50.6368423,3.0249373
Superstition - Pompes Funèbres,funeral_directors,La Maison des Obsèques,50.6369751,3.0247456
Superstition - Pompes Funèbres,funeral_directors,Pompes Funèbres Martin,50.6302132,3.0461606
Superstition - Pompes Funèbres,funeral_directors,Pompes Funebres Musulmanes des Hauts de France,50.6128542,3.0619715
Superstition - Pompes Funèbres,funeral_directors,Pompes Funèbres M. Bourrez,50.6456376,2.9887257
Superstition - Pompes Funèbres,funeral_directors,Pompes Funèbres Musulmanes des Hauts de France,50.613977,3.0467196
Superstition - Pompes Funèbres,funeral_directors,PFG,50.6196695,3.0729017
Superstition - Pompes Funèbres,funeral_directors,Al Fitra,50.6224595,3.0717733
Superstition - Pompes Funèbres,funeral_directors,Pompes Funèbres Dutoit,50.620932,3.0353827
Superstition - Pompes Funèbres,funeral_directors,PFG,50.6322506,3.0547721
Superstition - Pompes Funèbres,funeral_directors,Pompes funèbres Remory,50.6403526,3.0867113
Superstition - Pompes Funèbres,funeral_directors,Pompes funèbres Strypsteen,50.6344423,3.114462
Superstition - Pompes Funèbres,funeral_directors,Pompes funèbres Duriez,50.6306611,3.0969679
Superstition - Pompes Funèbres,funeral_directors,El Ouadjib,50.6204836,3.0515907
Superstition - Pompes Funèbres,funeral_directors,Roc-Eclerc,50.6444505,3.00563
Superstition - Cimetière,cemetery,Cimetière communal,50.6266378,3.1191411
Superstition - Cimetière,cemetery,Cimetière du Sud,50.6091045,3.0504214
Superstition - Cimetière,cemetery,Cimetière de l'Est,50.6435,3.0798224
Superstition - Cimetière,cemetery,Inconnu,51.260415,4.7974471
Superstition - Cimetière,cemetery,Cimetière du Marais,50.6310286,2.9992665
Superstition - Cimetière,cemetery,Cimetière de Mont-à-Camp,50.6399562,3.0078066
Superstition - Cimetière,cemetery,Cimetière du Bourg,50.6459458,2.981383
Superstition - Cimetière,cemetery,Begraafplaats Lille,51.2367001,4.8225942
Superstition - Cimetière,cemetery,Begraafplaats Poederlee,51.219266,4.8318048
Superstition - Cimetière,cemetery,Begraafplaats Gierle,51.267534,4.86374
Superstition - Cimetière,cemetery,Deutscher Soldatenfriedhof Lille-Süd,50.6120136,3.0516048
Superstition - Cimetière,cemetery,Tombes de Guerre du Commonwealth,50.6076671,3.0496262
Superstition - Cimetière,cemetery,Inconnu,50.6092178,3.0503933
