Titre,Prix,Lieu,Infos,Lien
Maison à louer,625 €,Lyon 3ème,"5 pièces, 4 chambres, 145 m², dès le 04/03/2026",https://www.seloger.com/annonces/locations/maison/lyon-69/260035749.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Appartement à louer,1 347 €,Lyon 2ème,"2 pièces, 2 chambres, 59,3 m², Étage 5/6",https://www.seloger.com/annonces/locations/appartement/lyon-69/260864349.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,1 050 €,Première occupation,"Lyon 3ème - 2 pièces, 1 chambre, 47 m², 1er étage",https://www.seloger.com/annonces/locations/appartement/lyon-69/260644301.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,1 460 €,Lyon 4ème,"2 pièces, 1 chambre, 47 m², Étage 1/6",https://www.seloger.com/annonces/locations/appartement/lyon-69/260805779.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Appartement à louer,1 429 €,Lyon 9ème,"2 pièces, 1 chambre, 47 m², Étage 3/6",https://www.seloger.com/annonces/locations/appartement/lyon-69/260805781.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Appartement à louer,1 460 €,Lyon 3ème,"2 pièces, 1 chambre, 47 m², Étage 6/7",https://www.seloger.com/annonces/locations/appartement/lyon-69/260797881.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Appartement à louer,1 150 €,Lyon 5ème,"3 pièces, 2 chambres, 64 m², 1er étage",https://www.seloger.com/annonces/locations/appartement/lyon-69/259945131.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Appartement à louer,1 180 €,Lyon,"2 pièces, 1 chambre, 63 m², Étage 8/8",https://www.seloger.com/annonces/locations/appartement/lyon-69/26V21PBITGQE.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,598 €,Lyon 7ème,"6 pièces, 5 chambres, 93 m², 7ème étage",https://www.seloger.com/annonces/locations/appartement/lyon-69/259945163.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Appartement à louer,560 €,Lyon 3ème,"6 pièces, 5 chambres, 94,1 m², 3ème étage",https://www.seloger.com/annonces/locations/appartement/lyon-69/260035751.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Appartement à louer,969 €,Lyon 4ème,"3 pièces, 2 chambres, 57 m², 4ème étage",https://www.seloger.com/annonces/locations/appartement/lyon-69/260031899.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Appartement à louer,820 €,Lyon 8ème,"2 pièces, 1 chambre, 46 m², 1 étages",https://www.seloger.com/annonces/locations/appartement/lyon-8eme-69/260674253.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Appartement à louer,595 €,Lyon 7ème,"1 pièce, 18 m², 6ème étage",https://www.seloger.com/annonces/locations/appartement/lyon-69/260260303.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Appartement à louer,798 €,Bron,"2 pièces, 1 chambre, 45 m², 2ème étage",https://www.seloger.com/annonces/locations/appartement/bron-69/les-charmilles-parilly-sud-universite-rebufer/251744389.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL
Appartement à louer,477 €,Lyon 8ème,"1 pièce, 20,3 m², Étage 2/7, dès le 02/03/2026",https://www.seloger.com/annonces/locations/appartement/lyon-69/260628421.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Maison à louer,754 €,Lyon 3ème,"4 pièces, 3 chambres, 131,1 m², dès le 09/03/2026",https://www.seloger.com/annonces/locations/maison/lyon-69/259945149.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Appartement à louer,745 €,Lyon 9ème,"1 pièce, 29 m², 1er étage",https://www.seloger.com/259456989/detail.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Appartement à louer,1 198 €,Lyon 7ème,"3 pièces, 2 chambres, 66,8 m², Étage 5/5",https://www.seloger.com/annonces/locations/appartement/lyon-7eme-69/260786361.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Appartement à louer,1 350 €,Lyon 3ème,"3 pièces, 2 chambres, 63 m², 6ème étage",https://www.seloger.com/annonces/locations/appartement/lyon-3eme-69/villette/259397395.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Appartement à louer,840 €,Lyon 8ème,"4 pièces, 3 chambres, 67,9 m², RDC/3",https://www.seloger.com/annonces/locations/appartement/lyon-69/260511359.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Appartement à louer,738 €,Lyon 5ème,"2 pièces, 1 chambre, 51,3 m², Étage 3/4",https://www.seloger.com/annonces/locations/appartement/lyon-69/260689545.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,1 500 €,Lyon 7ème,"3 pièces, 2 chambres, 93,2 m², Étage 4/4",https://www.seloger.com/annonces/locations/appartement/lyon-69/260684373.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D5&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,1 473 €,Lyon 3ème,"3 pièces, 2 chambres, 65 m², Étage 2/6",https://www.seloger.com/annonces/locations/appartement/lyon-69/260161195.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Appartement à louer,983 €,Lyon 8ème,"2 pièces, 1 chambre, 38 m², 1er étage",https://www.seloger.com/annonces/locations/appartement/lyon-69/260824219.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,1 200 €,Lyon 3ème,"2 pièces, 1 chambre, 54,1 m², 3ème étage",https://www.seloger.com/annonces/locations/appartement/lyon-69/260819659.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,1 100 €,Lyon 2ème,"2 pièces, 1 chambre, 75 m², Étage 1/5",https://www.seloger.com/annonces/locations/appartement/lyon-69/260158987.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,565 €,Lyon 8ème,"5 pièces, 4 chambres, 65 m², 3ème étage",https://www.seloger.com/annonces/locations/appartement/lyon-69/259782979.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Maison à louer,681 €,Lyon 3ème,"4 pièces, 3 chambres, 131,1 m², dès le 01/03/2026",https://www.seloger.com/annonces/locations/maison/lyon-69/259712347.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Appartement à louer,590 €,Lyon 9ème,"1 pièce, 16 m², RDC",https://www.seloger.com/annonces/locations/appartement/lyon-69/260533779.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,1 350 €,Lyon 8ème,"3 pièces, 2 chambres, 65 m², Étage 4/7",https://www.seloger.com/annonces/locations/appartement/lyon-69/260619137.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,1 775 €,Lyon 2ème,"3 pièces, 2 chambres, 99,5 m², Étage 4/5",https://www.seloger.com/annonces/locations/appartement/lyon-69/260602165.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,600 €,Villeurbanne,"10 pièces, 9 chambres, 177,7 m², 4ème étage",https://www.seloger.com/annonces/locations/appartement/villeurbanne-69/croix-luizet/254670899.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL
Appartement à louer,612 €,Lyon 3ème,"5 pièces, 4 chambres, 80 m², 1er étage",https://www.seloger.com/annonces/locations/appartement/lyon-3eme-69/villette/259512537.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Appartement à louer,620 €,Lyon 9ème,"1 pièce, 15 m², 2ème étage, dès le 15/02/2026",https://www.seloger.com/259386307/detail.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Duplex à louer,553 €,Lyon 8ème,"5 pièces, 4 chambres, 91 m², Étage 7/7",https://www.seloger.com/annonces/locations/appartement/lyon-69/260820319.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,913 €,Lyon 5ème,"3 pièces, 2 chambres, 60 m², Étage 4/4",https://www.seloger.com/annonces/locations/appartement/lyon-69/260278827.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,495 €,Lyon 5ème,"4 pièces, 3 chambres, 67,8 m², 5ème étage",https://www.seloger.com/annonces/locations/appartement/lyon-69/259712367.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Appartement à louer,550 €,Lyon 7ème,"3 pièces, 3 chambres, 80 m², 3ème étage",https://www.seloger.com/annonces/locations/appartement/lyon-69/260488165.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,590 €,Lyon 7ème,"4 pièces, 3 chambres, 72,6 m², RDC",https://www.seloger.com/259425111/detail.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Triplex à louer,530 €,Lyon 8ème,"1 pièce, 67 m², Étage 3/3",https://www.seloger.com/annonces/locations/appartement/lyon-69/260820073.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,907 €,Lyon 2ème,"2 pièces, 1 chambre, 45 m², 1er étage",https://www.seloger.com/annonces/locations/appartement/lyon-69/260785471.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,1 395 €,Lyon 7ème,"3 pièces, 2 chambres, 75 m², 2ème étage",https://www.seloger.com/annonces/locations/appartement/lyon-69/260743489.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,896 €,Lyon 8ème,"1 pièce, 37,3 m², RDC, dès le 10/03/2026",https://www.seloger.com/annonces/locations/appartement/lyon-69/260679239.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,1 257 €,Lyon 3ème,"3 pièces, 2 chambres, 71,9 m², Étage 1/5",https://www.seloger.com/annonces/locations/appartement/lyon-3eme-69/la-guillotiere-nord/259605899.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,500 €,Lyon 8ème,"5 pièces, 4 chambres, 75 m², 7ème étage",https://www.seloger.com/annonces/locations/appartement/lyon-69/260359671.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Maison à louer,550 €,Villeurbanne,"13 pièces, 12 chambres, 260 m²",https://www.seloger.com/annonces/locations/maison/villeurbanne-69/croix-luizet/254935551.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL
Appartement à louer,397 €,Lyon 7ème,"1 pièce, 18,2 m², 1er étage",https://www.seloger.com/annonces/locations/appartement/lyon-69/260036985.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Duplex à louer,1 400 €,Lyon 5ème,"4 pièces, 3 chambres, 74,4 m², RDC",https://www.seloger.com/annonces/locations/appartement/lyon-69/260702743.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,590 €,Lyon 8ème,"1 pièce, 21,5 m², 4ème étage",https://www.seloger.com/annonces/locations/appartement/lyon-69/260684585.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Appartement à louer,995 €,Lyon 7ème,"2 pièces, 1 chambre, 53 m², Étage 3/4",https://www.seloger.com/annonces/locations/appartement/lyon-69/260442261.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,867 €,Première occupation,"Lyon 5ème - 2 pièces, 1 chambre, 42,2 m², Étage 2/2",https://www.seloger.com/annonces/locations/appartement/lyon-69/260534783.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,900 €,Lyon 5ème,"2 pièces, 1 chambre, 49 m², RDC",https://www.seloger.com/annonces/locations/appartement/lyon-5eme-69/fourviere-saint-just/258969729.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Appartement à louer,648 €,Lyon 9ème,"1 pièce, 28 m², 2ème étage",https://www.seloger.com/annonces/locations/appartement/lyon-9eme-69/vaise-rochecardon-industrie/258928857.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Appartement à louer,1 500 €,Lyon 8ème,"5 pièces, 3 chambres, 99,7 m², 4ème étage",https://www.seloger.com/annonces/locations/appartement/lyon-69/260158985.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D6&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,616 €,logement étudiant,"Lyon 8ème - 1 pièce, 22 m², 5ème étage, dès le 23/03/2026",https://www.seloger.com/annonces/locations/appartement/lyon-69/260144609.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Appartement à louer,1 370 €,Lyon 9ème,"3 pièces, 2 chambres, 93,8 m², 4ème étage",https://www.seloger.com/annonces/locations/appartement/lyon-69/260107399.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,1 290 €,Lyon 1er,"3 pièces, 2 chambres, 77 m², Étage 4/5",https://www.seloger.com/annonces/locations/appartement/lyon-69/260018573.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,540 €,Lyon 9ème,"4 pièces, 3 chambres, 60 m², RDC",https://www.seloger.com/annonces/locations/appartement/lyon-9eme-69/la-duchere/259611675.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Duplex à louer,2 350 €,Lyon 6ème,"4 pièces, 3 chambres, 100,7 m², Étage 5/5",https://www.seloger.com/annonces/locations/appartement/lyon-69/260684371.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,540 €,Lyon 8ème,"5 pièces, 4 chambres, 82 m², 6ème étage",https://www.seloger.com/annonces/locations/appartement/lyon-69/260245313.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Appartement à louer,545 €,Lyon 9ème,"7 pièces, 6 chambres, 86 m², 6ème étage",https://www.seloger.com/annonces/locations/appartement/lyon-69/260144649.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Appartement à louer,1 020 €,Lyon,"2 pièces, 1 chambre, 55 m², RDC",https://www.seloger.com/annonces/locations/appartement/lyon-69/26ANYQMTTEIU.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,1 008 €,Lyon 2ème,"3 pièces, 2 chambres, 56 m², Étage 5/6",https://www.seloger.com/annonces/locations/appartement/lyon-69/260358819.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Appartement à louer,798 €,Bron,"2 pièces, 1 chambre, 45 m², 2ème étage",https://www.seloger.com/annonces/locations/appartement/bron-69/les-charmilles-parilly-sud-universite-rebufer/251744389.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL
Appartement à louer,2 795 €,Lyon 6ème,"3 pièces, 2 chambres, 104 m², Étage 5/6",https://www.seloger.com/annonces/locations/appartement/lyon-69/259932687.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Appartement à louer,1 016 €,Lyon,"2 pièces, 1 chambre, 45 m², RDC/4",https://www.seloger.com/annonces/locations/appartement/lyon-69/26TAPV7FP3K7.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,845 €,Lyon 6ème,"1 pièce, 24 m², 5ème étage, dès le 13/03/2026",https://www.seloger.com/annonces/locations/appartement/lyon-69/260554563.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,481 €,logement étudiant,"Lyon 8ème - 1 pièce, 20,1 m², Étage 3/3, dès le 19/02/2026",https://www.seloger.com/annonces/locations/appartement/lyon-69/260689571.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,1 113 €,Lyon 3ème,"3 pièces, 2 chambres, 65 m², Étage 5/6",https://www.seloger.com/annonces/locations/appartement/lyon-69/260677493.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Maison à louer,2 350 €,Lyon 8ème,"5 pièces, 3 chambres, 110 m², dès le 04/04/2026",https://www.seloger.com/annonces/locations/maison/lyon-69/259961619.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_M
Appartement à louer,560 €,Lyon 7ème,"4 pièces, 3 chambres, 80 m², Étage 4/1",https://www.seloger.com/258962885/detail.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
Appartement à louer,788 €,Lyon 4ème,"1 pièce, 33 m², Étage 2/2",https://www.seloger.com/annonces/locations/appartement/lyon-69/260732191.htm?serp_view=list&search=distributionTypes%3DRent%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR28808%26page%3D7&sort_order_ab_test=sort_order_variant#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L
